layer 	 x* 	T
1.0000E+00 5.8810E-01 2.6270E+01 1.1895E+01 9.5220E+00 7.2715E+00 6.6390E+00 6.1720E+00 5.8045E+00 5.5420E+00 5.0165E+00 4.7150E+00 4.5260E+00 4.3455E+00 3.9895E+00 3.7395E+00 3.7525E+00 3.7145E+00 3.6130E+00 3.5920E+00 3.5270E+00 3.5020E+00
2.0000E+00 1.7640E+00 1.1245E+01 9.2250E+00 7.8345E+00 7.0760E+00 6.2760E+00 5.7160E+00 5.3110E+00 4.9510E+00 4.7760E+00 4.4535E+00 4.2795E+00 4.2080E+00 4.1110E+00 3.7225E+00 3.7555E+00 3.6510E+00 3.5925E+00 3.6960E+00 3.6290E+00 3.5800E+00
3.0000E+00 2.9410E+00 6.9275E+00 7.2960E+00 6.8110E+00 6.0675E+00 5.4750E+00 5.3225E+00 5.2615E+00 4.6700E+00 4.5140E+00 4.2045E+00 3.9650E+00 3.9775E+00 3.8265E+00 3.8695E+00 3.8020E+00 3.6435E+00 3.5760E+00 3.5295E+00 3.4730E+00 3.2985E+00
4.0000E+00 4.1170E+00 5.0895E+00 5.7375E+00 5.3205E+00 5.4030E+00 4.8915E+00 4.7345E+00 4.6245E+00 4.3155E+00 4.4640E+00 4.2335E+00 4.1115E+00 3.9125E+00 3.6030E+00 3.7270E+00 3.7285E+00 3.4625E+00 3.3960E+00 3.3775E+00 3.3995E+00 3.2130E+00
5.0000E+00 5.2930E+00 3.5915E+00 4.9775E+00 4.5980E+00 4.3875E+00 4.2320E+00 4.1435E+00 4.1425E+00 4.0625E+00 3.9115E+00 3.9645E+00 3.6460E+00 3.7115E+00 3.6935E+00 3.3960E+00 3.3680E+00 3.3100E+00 3.2485E+00 3.1900E+00 3.0470E+00 3.0995E+00
6.0000E+00 6.4700E+00 2.2570E+00 4.3680E+00 3.9085E+00 3.8325E+00 3.7345E+00 3.4920E+00 3.5865E+00 3.5980E+00 3.4595E+00 3.5955E+00 3.2625E+00 3.1025E+00 3.2765E+00 3.2605E+00 3.2340E+00 3.1345E+00 2.9990E+00 2.9325E+00 2.8420E+00 3.0250E+00
7.0000E+00 7.6460E+00 1.4310E+00 3.6060E+00 3.4835E+00 3.3230E+00 3.2905E+00 3.2460E+00 3.1710E+00 3.1740E+00 3.0285E+00 3.3375E+00 3.2010E+00 3.0320E+00 2.9625E+00 2.9065E+00 2.9200E+00 2.7755E+00 2.7815E+00 2.7255E+00 2.7605E+00 2.6330E+00
8.0000E+00 8.8220E+00 1.0120E+00 3.0635E+00 3.1635E+00 2.8855E+00 2.9705E+00 2.8810E+00 2.7840E+00 2.8465E+00 2.7765E+00 2.7160E+00 2.8290E+00 2.6500E+00 2.7415E+00 2.7930E+00 2.7435E+00 2.5960E+00 2.6135E+00 2.4770E+00 2.5540E+00 2.5680E+00
9.0000E+00 9.9990E+00 1.0000E+00 2.5685E+00 3.0295E+00 2.7520E+00 2.6775E+00 2.6865E+00 2.5485E+00 2.5550E+00 2.5220E+00 2.5490E+00 2.5145E+00 2.6285E+00 2.3840E+00 2.4115E+00 2.5280E+00 2.4790E+00 2.4830E+00 2.4595E+00 2.3550E+00 2.3375E+00
1.0000E+01 1.1170E+01 1.0100E+00 1.8650E+00 2.8495E+00 2.6710E+00 2.4915E+00 2.3520E+00 2.3510E+00 2.3920E+00 2.3865E+00 2.2940E+00 2.2095E+00 2.3540E+00 2.3615E+00 2.2775E+00 2.2570E+00 2.2850E+00 2.2555E+00 2.2960E+00 2.1990E+00 2.2390E+00
1.1000E+01 1.2350E+01 9.9060E-01 1.2350E+00 2.6425E+00 2.5635E+00 2.3620E+00 2.2760E+00 2.2095E+00 2.1535E+00 2.1315E+00 2.1970E+00 2.1870E+00 2.2230E+00 2.1885E+00 2.1640E+00 2.1670E+00 2.0880E+00 2.0895E+00 2.0920E+00 2.1090E+00 2.1285E+00
1.2000E+01 1.3530E+01 1.0115E+00 1.0295E+00 2.3590E+00 2.5025E+00 2.2695E+00 2.1690E+00 2.1710E+00 2.1055E+00 2.1115E+00 2.0495E+00 2.1210E+00 2.0735E+00 2.0785E+00 2.0725E+00 1.9890E+00 2.0070E+00 2.0460E+00 1.9715E+00 1.9760E+00 1.9465E+00
1.3000E+01 1.4700E+01 1.0087E+00 9.7975E-01 1.8975E+00 2.4380E+00 2.3150E+00 2.1610E+00 2.0645E+00 2.0290E+00 1.9405E+00 1.9325E+00 1.9800E+00 1.8750E+00 1.9330E+00 1.9430E+00 1.9195E+00 1.9070E+00 1.8825E+00 1.8670E+00 1.8800E+00 1.7980E+00
1.4000E+01 1.5880E+01 1.0055E+00 9.9365E-01 1.4460E+00 2.3820E+00 2.3250E+00 2.1345E+00 2.0025E+00 1.9360E+00 1.9035E+00 1.9090E+00 1.8505E+00 1.8165E+00 1.8150E+00 1.8370E+00 1.7575E+00 1.8260E+00 1.7620E+00 1.7475E+00 1.7415E+00 1.7270E+00
1.5000E+01 1.7060E+01 9.7020E-01 9.9790E-01 1.1120E+00 2.1685E+00 2.2480E+00 2.0445E+00 1.9745E+00 1.9660E+00 1.8635E+00 1.8580E+00 1.7665E+00 1.7990E+00 1.7870E+00 1.7760E+00 1.7455E+00 1.6860E+00 1.7075E+00 1.7635E+00 1.7455E+00 1.7355E+00
1.6000E+01 1.8230E+01 9.8680E-01 1.0380E+00 1.0345E+00 1.9120E+00 2.2475E+00 2.0800E+00 1.9775E+00 1.9145E+00 1.8200E+00 1.8155E+00 1.7865E+00 1.7340E+00 1.7420E+00 1.6770E+00 1.7360E+00 1.7260E+00 1.6270E+00 1.5965E+00 1.6985E+00 1.6955E+00
1.7000E+01 1.9410E+01 1.0240E+00 1.0041E+00 9.8895E-01 1.4475E+00 2.1850E+00 2.1255E+00 1.9985E+00 1.8515E+00 1.8005E+00 1.7510E+00 1.7285E+00 1.6930E+00 1.6920E+00 1.7240E+00 1.6235E+00 1.6705E+00 1.7100E+00 1.5825E+00 1.5820E+00 1.6180E+00
