layer 	 x* 	T
1.0000E+00 5.8810E-01 1.5163E+00 8.3647E-01 8.1746E-01 5.5563E-01 5.5875E-01 4.8637E-01 4.1242E-01 6.3507E-01 6.4708E-01 4.2629E-01 4.3239E-01 3.4874E-01 2.3952E-01 2.8920E-01 3.8603E-01 3.7325E-01 2.7446E-01 1.8212E-01 3.1083E-01 3.8157E-01
2.0000E+00 1.7640E+00 8.5120E-01 6.5781E-01 4.1488E-01 5.7209E-01 5.6985E-01 3.9672E-01 4.1534E-01 4.1821E-01 5.3329E-01 3.5796E-01 3.0230E-01 3.8442E-01 4.0281E-01 4.7591E-01 3.1394E-01 3.4388E-01 4.0342E-01 3.9901E-01 1.9312E-01 3.1147E-01
3.0000E+00 2.9410E+00 3.4376E-01 3.8696E-01 4.3766E-01 2.9033E-01 5.2053E-01 4.1839E-01 3.2745E-01 2.4642E-01 3.2037E-01 4.3701E-01 2.7886E-01 3.8314E-01 3.5446E-01 3.3303E-01 2.3939E-01 3.0120E-01 2.3420E-01 2.9635E-01 3.4618E-01 2.6868E-01
4.0000E+00 4.1170E+00 2.0358E-01 1.5770E-01 2.1165E-01 3.4435E-01 2.7025E-01 3.8096E-01 3.6854E-01 3.6284E-01 3.6936E-01 2.5173E-01 1.8905E-01 3.6247E-01 4.1566E-01 2.2428E-01 1.4680E-01 2.3929E-01 2.2130E-01 2.8602E-01 2.1375E-01 1.0765E-01
5.0000E+00 5.2930E+00 2.1399E-01 2.6836E-01 2.7857E-01 2.8490E-01 2.3565E-01 3.0291E-01 2.5213E-01 3.1289E-01 3.4177E-01 1.8028E-01 1.7225E-01 2.0197E-01 3.0353E-01 2.1909E-01 2.1905E-01 2.2083E-01 2.3524E-01 2.0431E-01 1.7629E-01 1.3440E-01
6.0000E+00 6.4700E+00 1.6341E-01 1.8048E-01 2.1614E-01 1.2501E-01 1.9705E-01 2.8136E-01 2.7525E-01 2.3740E-01 2.3289E-01 2.5291E-01 2.3769E-01 2.0724E-01 1.7001E-01 2.4737E-01 1.9817E-01 2.8175E-01 9.2142E-02 1.8703E-01 1.5829E-01 1.4428E-01
7.0000E+00 7.6460E+00 6.8845E-02 9.6947E-02 1.4522E-01 1.2857E-01 2.3321E-01 1.7001E-01 1.9925E-01 2.1925E-01 2.0775E-01 2.6489E-01 1.2923E-01 1.5877E-01 1.1375E-01 1.4136E-01 1.3263E-01 1.7305E-01 2.3621E-01 1.6027E-01 2.0890E-01 1.8816E-01
8.0000E+00 8.8220E+00 4.4210E-02 8.2068E-02 1.2873E-01 1.4988E-01 2.3190E-01 1.6781E-01 1.9356E-01 1.7107E-01 1.1109E-01 1.3174E-01 1.9958E-01 1.7917E-01 1.6210E-01 1.6966E-01 1.2457E-01 8.8247E-02 1.7270E-01 1.9636E-01 1.4279E-01 1.6577E-01
9.0000E+00 9.9990E+00 3.1389E-02 1.1464E-01 1.3166E-01 1.2687E-01 1.4095E-01 8.0187E-02 1.8071E-01 1.2532E-01 1.3003E-01 9.0068E-02 1.5013E-01 1.6719E-01 1.2190E-01 1.2828E-01 1.6462E-01 1.2694E-01 1.5243E-01 1.4635E-01 1.4969E-01 1.3065E-01
1.0000E+01 1.1170E+01 4.8037E-02 8.2524E-02 1.1299E-01 8.1131E-02 1.2814E-01 1.8589E-01 1.1706E-01 1.3705E-01 1.1168E-01 1.0826E-01 4.1589E-02 1.3985E-01 1.3663E-01 1.5705E-01 1.2013E-01 1.2296E-01 1.4087E-01 1.9389E-01 1.6973E-01 1.7089E-01
1.1000E+01 1.2350E+01 3.3850E-02 8.6928E-02 1.2258E-01 9.5586E-02 7.1380E-02 1.0198E-01 1.1225E-01 9.9495E-02 1.0506E-01 8.8598E-02 1.1663E-01 1.2548E-01 9.9687E-02 1.2509E-01 1.4209E-01 7.7790E-02 1.1972E-01 1.5970E-01 1.2139E-01 1.2093E-01
1.2000E+01 1.3530E+01 5.9835E-02 3.8528E-02 9.0280E-02 7.4777E-02 1.1173E-01 9.1977E-02 9.2400E-02 6.0881E-02 6.5579E-02 1.1990E-01 1.4651E-01 9.4721E-02 1.2400E-01 1.6793E-01 1.6113E-01 1.4282E-01 1.2238E-01 1.1238E-01 8.8207E-02 1.1177E-01
1.3000E+01 1.4700E+01 4.0980E-02 3.7128E-02 1.2190E-01 6.8348E-02 9.8959E-02 6.7376E-02 9.0074E-02 1.0307E-01 7.8873E-02 8.8058E-02 1.0365E-01 1.2516E-01 1.0029E-01 1.2170E-01 1.1433E-01 1.1355E-01 1.3563E-01 1.0610E-01 1.1424E-01 7.5554E-02
1.4000E+01 1.5880E+01 4.0437E-02 4.8276E-02 6.0245E-02 8.1397E-02 1.0100E-01 9.7552E-02 8.7924E-02 8.7422E-02 8.1632E-02 7.1391E-02 9.4723E-02 6.2616E-02 1.1254E-01 8.5072E-02 1.1704E-01 1.1385E-01 9.8690E-02 9.6743E-02 1.1332E-01 1.4773E-01
1.5000E+01 1.7060E+01 4.4215E-02 6.0718E-02 4.5298E-02 1.2300E-01 7.9236E-02 8.2346E-02 1.1392E-01 8.0467E-02 1.1433E-01 4.0407E-02 5.7320E-02 5.6488E-02 7.5965E-02 9.0437E-02 8.8403E-02 8.6059E-02 7.1696E-02 7.5657E-02 7.4763E-02 1.0729E-01
1.6000E+01 1.8230E+01 3.9565E-02 3.8569E-02 4.0296E-02 7.7294E-02 1.1750E-01 8.4333E-02 1.2108E-01 6.4407E-02 8.1649E-02 7.2038E-02 5.4305E-02 7.2631E-02 1.2447E-01 8.5689E-02 8.5873E-02 5.2783E-02 6.9511E-02 7.4321E-02 8.3756E-02 8.4060E-02
1.7000E+01 1.9410E+01 5.4334E-02 6.3270E-02 6.0865E-02 9.4354E-02 8.4476E-02 1.0453E-01 1.3057E-01 8.4871E-02 1.2888E-01 9.3794E-02 8.6540E-02 9.1476E-02 1.0381E-01 7.3433E-02 7.9331E-02 7.5685E-02 1.1261E-01 1.1258E-01 1.0991E-01 8.5577E-02
1.8000E+01 2.0590E+01 4.9357E-02 7.2559E-02 4.0555E-02 7.0228E-02 6.2514E-02 8.5953E-02 8.0891E-02 7.5653E-02 9.6783E-02 8.4548E-02 8.7443E-02 7.4463E-02 6.5846E-02 4.9309E-02 7.9512E-02 6.6962E-02 5.3562E-02 8.7179E-02 6.3756E-02 7.3103E-02
1.9000E+01 2.1760E+01 5.4702E-02 5.4032E-02 4.2448E-02 4.3774E-02 7.1984E-02 9.6687E-02 6.8983E-02 1.1177E-01 6.4455E-02 1.0634E-01 1.1157E-01 6.4064E-02 6.9219E-02 8.8662E-02 4.9813E-02 5.1222E-02 5.7969E-02 8.3198E-02 6.7862E-02 6.4124E-02
2.0000E+01 2.2940E+01 3.8784E-02 5.2923E-02 4.1191E-02 4.1546E-02 5.9751E-02 8.0878E-02 5.4802E-02 8.2751E-02 8.5214E-02 9.6007E-02 5.8228E-02 6.6719E-02 9.4472E-02 5.5581E-02 9.4821E-02 8.0184E-02 4.3505E-02 7.0612E-02 7.7104E-02 4.7961E-02
2.1000E+01 2.4110E+01 4.5516E-02 5.7218E-02 3.5058E-02 5.0038E-02 5.2735E-02 4.8962E-02 4.0755E-02 4.6199E-02 1.1309E-01 6.9186E-02 7.4971E-02 1.0179E-01 9.5288E-02 7.8306E-02 5.8970E-02 8.4159E-02 6.0691E-02 7.9229E-02 4.9548E-02 2.5252E-02
2.2000E+01 2.5290E+01 2.3194E-02 4.5683E-02 5.7113E-02 6.2927E-02 5.1492E-02 5.8664E-02 8.8136E-02 7.1581E-02 7.6060E-02 7.4650E-02 8.5240E-02 7.8607E-02 7.7952E-02 6.9016E-02 5.3548E-02 5.8851E-02 9.2219E-02 5.7945E-02 7.3708E-02 7.1313E-02
2.3000E+01 2.6470E+01 3.4171E-02 5.1354E-02 4.5566E-02 4.4366E-02 5.5187E-02 5.0354E-02 8.0780E-02 9.5236E-02 5.8895E-02 9.2041E-02 8.1654E-02 7.9751E-02 7.1433E-02 6.6813E-02 9.6866E-02 7.7840E-02 7.6420E-02 7.0857E-02 8.8672E-02 8.5089E-02
2.4000E+01 2.7640E+01 4.1498E-02 3.5817E-02 3.0648E-02 5.6253E-02 6.4244E-02 5.4782E-02 7.3353E-02 9.0645E-02 1.0257E-01 6.9353E-02 8.0922E-02 5.9333E-02 7.4594E-02 1.0162E-01 7.4978E-02 3.8572E-02 6.7130E-02 6.4485E-02 4.3555E-02 7.0444E-02
2.5000E+01 2.8820E+01 3.1291E-02 2.7770E-02 4.5775E-02 6.0958E-02 5.2796E-02 5.4330E-02 8.3720E-02 8.0852E-02 7.5460E-02 8.1561E-02 8.6223E-02 5.0281E-02 4.2216E-02 9.6481E-02 5.1268E-02 7.4893E-02 6.3367E-02 3.3377E-02 6.8424E-02 1.0662E-01
2.6000E+01 3.0000E+01 4.4001E-02 4.0909E-02 5.1796E-02 3.2975E-02 2.9423E-02 4.1766E-02 4.6574E-02 7.5461E-02 7.5962E-02 9.0873E-02 7.5054E-02 7.9666E-02 7.6726E-02 6.7427E-02 3.8160E-02 9.3758E-02 7.4251E-02 6.0713E-02 7.7611E-02 7.0830E-02
2.7000E+01 3.1170E+01 3.8580E-02 4.2738E-02 3.0698E-02 2.6843E-02 3.9963E-02 4.1310E-02 8.4282E-02 6.6518E-02 7.5900E-02 5.4052E-02 3.5378E-02 5.7054E-02 7.8949E-02 6.7983E-02 7.5638E-02 5.3277E-02 8.7528E-02 6.4415E-02 5.2794E-02 4.9114E-02
2.8000E+01 3.2350E+01 3.3848E-02 5.0559E-02 5.8595E-02 4.1786E-02 4.1377E-02 5.2991E-02 4.8554E-02 7.2961E-02 9.2662E-02 7.3241E-02 8.9978E-02 8.5572E-02 7.9488E-02 6.8527E-02 3.6040E-02 5.7118E-02 4.3306E-02 7.7487E-02 4.0807E-02 7.8990E-02
2.9000E+01 3.3520E+01 3.3739E-02 7.4861E-02 5.9408E-02 3.9092E-02 6.0405E-02 6.9419E-02 5.8280E-02 6.9909E-02 5.2474E-02 8.0335E-02 6.4039E-02 5.8115E-02 7.2109E-02 3.3404E-02 6.6541E-02 3.2873E-02 8.2154E-02 4.6193E-02 7.8629E-02 8.4843E-02
3.0000E+01 3.4700E+01 4.6694E-02 6.3403E-02 5.2772E-02 3.7106E-02 2.5867E-02 7.3480E-02 5.6480E-02 7.7695E-02 9.5015E-02 7.4631E-02 8.9013E-02 6.6794E-02 7.9652E-02 5.3725E-02 6.1803E-02 5.9679E-02 4.7565E-02 7.9611E-02 6.9003E-02 5.5796E-02
3.1000E+01 3.5880E+01 5.0309E-02 5.5080E-02 2.4983E-02 3.8622E-02 5.1007E-02 4.9637E-02 4.6245E-02 4.3145E-02 8.9409E-02 6.7853E-02 9.0159E-02 4.4543E-02 6.7517E-02 6.3281E-02 6.9214E-02 6.4101E-02 6.6968E-02 5.6264E-02 7.1733E-02 5.8751E-02
